,date,market-price,difficulty,total-bitcoins,blocks-size,market-cap,open,high,low,close,volume,Number of Trades,TB Base Volume,close_nextday
465,2019-12-05,7192.85,12955951549096.1,18084975.0,252214.878532,132707546550.0,7194.59,7485.0,7150.0,7389.0,59306.678855,430359,30794.874009,7488.21
466,2019-12-07,7547.19,12876842089682.0,18087187.5,252516.243045,135020854687.5,7527.8,7619.62,7470.16,7488.21,31498.684173,263592,16179.184922,7510.11
467,2019-12-08,7504.83,12876842089682.0,18089425.0,252649.618861,134485830162.5,7487.31,7564.0,7374.86,7510.11,29856.897631,257514,15295.64625,7338.64
468,2019-12-09,7522.39,12876842089682.0,18091637.5,252773.398559,135370677593.75,7510.11,7650.0,7273.0,7338.64,46621.887493,359648,23733.126317,7224.13
469,2019-12-10,7337.42,12876842089682.0,18093850.0,252934.970473,132754577450.0,7338.64,7407.6,7157.1,7224.13,49723.76214,439637,24739.064153,7210.0
470,2019-12-11,7220.76,12876842089682.0,18096062.5,253098.852178,130146881500.0,7224.15,7275.5,7125.66,7210.0,30093.091944,268269,15475.539172,7258.48
471,2019-12-13,7189.16,12876842089682.0,18098275.0,253402.406366,130099449837.5,7197.76,7309.05,7190.76,7258.48,27609.873795,252135,14299.033256,7064.05
472,2019-12-14,7251.87,12876842089682.0,18100500.0,253552.973861,131346278250.0,7257.37,7271.77,7012.0,7064.05,29561.985967,276819,14397.273743,7118.59
473,2019-12-15,7067.74,12876842089682.0,18102725.0,253689.345613,128565552950.0,7064.14,7200.3,7008.35,7118.59,26395.778137,262651,13778.880146,6891.72
474,2019-12-16,7111.14,12876842089682.0,18104950.0,253828.510955,128463672725.0,7119.6,7150.0,6836.0,6891.72,43863.993059,371202,21512.688371,7277.83
475,2019-12-18,6612.12,12876842089682.0,18107162.5,254176.496395,119208504318.75,6623.84,7440.0,6435.0,7277.83,95636.651251,714073,49843.650817,7150.3
476,2019-12-19,7284.29,12892837609390.5,18109387.5,254331.039352,129382518993.75,7277.83,7380.0,7038.31,7150.3,55509.049075,439761,27456.528272,7187.83
477,2019-12-20,7150.86,12948593420946.0,18111625.0,254490.331732,129063439750.0,7151.31,7220.0,7079.5,7187.83,32132.069205,312766,16641.052689,7132.75
478,2019-12-21,7190.17,12948593420946.0,18113837.5,254640.364353,129269401318.75,7188.01,7190.58,7105.0,7132.75,19467.174028,212162,10119.761012,7501.44
479,2019-12-22,7143.2,12948593420946.0,18116050.0,254772.954009,129964542700.0,7131.59,7518.54,7122.47,7501.44,39137.45515,356612,20625.436732,7317.09
480,2019-12-23,7514.41,12948593420946.0,18118275.0,254897.737634,136648030050.0,7500.71,7695.38,7265.84,7317.09,68051.997203,530669,33444.243772,7204.63
481,2019-12-25,7250.69,12948593420946.0,18120487.5,255185.625923,131246690962.5,7255.77,7271.77,7128.86,7204.63,27492.044323,289924,14433.038991,7202.0
482,2019-12-26,7192.72,12948593420946.0,18122712.5,255298.844115,130338548300.0,7205.01,7435.0,7157.12,7202.0,36259.761076,337695,18887.865665,7254.74
483,2019-12-27,7194.4,12948593420946.0,18124950.0,255439.484456,129964953975.0,7202.0,7275.86,7076.42,7254.74,33642.701861,297262,16882.396768,7316.14
484,2019-12-28,7243.93,12948593420946.0,18127187.5,255587.021972,132092815312.5,7254.77,7365.01,7238.67,7316.14,26848.982199,272607,13894.476242,7388.24
485,2019-12-29,7301.07,12948593420946.0,18129400.0,255719.512014,134556406800.0,7315.36,7528.45,7288.0,7388.24,31387.106085,283213,15999.777828,7246.0
486,2019-12-30,7385.36,12948593420946.0,18131612.5,255841.586113,131445124818.75,7388.43,7408.24,7220.0,7246.0,29605.911782,279033,13768.256664,7200.85
487,2020-01-01,7168.31,13031658000898.2,18133837.5,256140.744019,130391358543.75,7195.24,7255.0,7175.15,7200.85,16792.388165,194010,8946.955535,6965.71
488,2020-01-02,7175.68,13798783827516.0,18136062.5,256251.622994,129255717437.5,7200.77,7212.5,6924.74,6965.71,31951.483932,302667,15141.61134,7344.96
489,2020-01-03,6944.33,13798783827516.0,18138300.0,256395.739843,130759004700.0,6965.49,7405.0,6871.04,7344.96,68428.500451,519854,35595.496273,7354.11
490,2020-01-04,7326.35,13798783827516.0,18140512.5,256548.960275,133115080725.0,7345.0,7404.0,7272.21,7354.11,29987.974977,279370,16369.382248,7358.75
491,2020-01-05,7347.89,13798783827516.0,18142737.5,256682.872531,134746111412.5,7354.19,7495.0,7318.0,7358.75,38331.085604,329209,19455.369564,7758.0
492,2020-01-06,7351.57,13798783827516.0,18144962.5,256811.266801,136540842812.5,7357.64,7795.34,7346.76,7758.0,54635.695316,449937,28853.76777,8145.28
493,2020-01-07,7759.24,13798783827516.0,18147187.5,256964.105959,146801673281.25,7758.9,8207.68,7723.71,8145.28,91171.684661,685315,46192.111549,7817.76
494,2020-01-09,8042.65,13798783827516.0,18149400.0,257281.858862,144932033700.0,8054.72,8055.96,7750.0,7817.76,64239.51983,478800,31645.759221,8197.02
495,2020-01-10,7817.92,13798783827516.0,18151612.5,257446.03681,141618880725.0,7817.74,8199.0,7672.0,8197.02,82406.777448,606101,42361.755307,8020.01
496,2020-01-11,8184.66,13798783827516.0,18153862.5,257612.906274,146519824237.5,8198.86,8286.34,8003.16,8020.01,54810.032667,469131,27916.124974,8184.98
497,2020-01-12,8021.49,13798783827516.0,18156075.0,257750.46176,147745060312.5,8020.01,8197.0,7960.0,8184.98,38131.494336,350662,19718.541096,8110.34
498,2020-01-13,8173.97,13798783827516.0,18158300.0,257874.73249,146537481000.0,8184.97,8196.0,8055.89,8110.34,31159.755683,289144,15215.226501,8810.01
499,2020-01-14,8105.24,13819009697340.3,18160512.5,258015.371384,158523113612.5,8110.34,8880.0,8105.54,8810.01,120399.126742,915328,62492.096676,8720.01
500,2020-01-16,8813.89,14776367535689.0,18162725.0,258353.139258,159959119075.0,8820.01,8859.81,8586.0,8720.01,51991.074284,543064,25996.30135,8913.28
501,2020-01-17,8722.03,14776367535689.0,18164937.5,258509.500202,158289265375.0,8720.15,9041.65,8672.44,8913.28,70897.737377,676403,36139.808845,8915.96
502,2020-01-18,8900.34,14776367535689.0,18167150.0,258663.470995,160252430150.0,8913.27,8988.88,8806.38,8915.96,38294.746545,458182,19421.295313,8701.7
503,2020-01-19,8910.85,14776367535689.0,18169362.5,258789.652208,156665328156.25,8915.09,9198.98,8466.0,8701.7,70676.889259,615665,33655.943241,8736.03
504,2020-01-21,8626.47,14776367535689.0,18172112.5,259071.688304,157025224112.5,8642.35,8789.0,8488.0,8736.03,36494.687659,365621,18731.871637,8682.36
505,2020-01-22,8722.26,14776367535689.0,18175175.0,259224.532872,157042599587.5,8736.04,8818.0,8590.0,8682.36,29080.557138,317424,14477.157512,8404.52
506,2020-01-23,8658.94,14776367535689.0,18177387.5,259389.014705,151235864000.0,8682.77,8691.81,8306.39,8404.52,48165.944597,464805,23287.712444,8439.0
507,2020-01-24,8388.11,14776367535689.0,18179637.5,259555.169828,154345122375.0,8404.52,8528.02,8238.0,8439.0,41687.529529,407271,21293.489586,8615.0
508,2020-01-26,8327.36,14776367535689.0,18181850.0,259851.978845,151618447150.0,8340.01,8618.13,8293.66,8615.0,31130.485164,332612,15797.911267,8907.57
509,2020-01-27,8588.42,14776367535689.0,18184075.0,259969.598914,156883107062.5,8614.39,9000.0,8535.0,8907.57,53973.542996,514196,28592.326521,9374.21
510,2020-01-28,8895.78,15203806713070.7,18186287.5,260106.319427,164331293850.0,8907.57,9400.0,8862.4,9374.21,74584.853765,616678,38852.363246,9301.53
511,2020-01-29,9385.69,15466098935555.0,18188500.0,260277.518958,170171606000.0,9375.34,9449.24,9216.0,9301.53,53864.065122,492545,26615.651329,9513.21
512,2020-01-30,9279.81,15466098935555.0,18190737.5,260438.282577,172211711912.5,9301.57,9578.0,9204.44,9513.21,60626.744259,529570,30852.55545,9384.61
513,2020-02-01,9333.77,15466098935555.0,18192950.0,260754.955096,170058600125.0,9351.71,9464.53,9281.0,9384.61,28578.067354,334972,14679.126305,9331.51
514,2020-02-02,9378.09,15466098935555.0,18195162.5,260900.402842,169196816087.5,9384.41,9477.03,9120.0,9331.51,45690.91254,446558,22588.40606,9292.24
515,2020-02-03,9314.56,15466098935555.0,18197375.0,261045.022255,170163653625.0,9331.59,9618.79,9234.0,9292.24,50892.133451,492124,24781.397696,9197.02
516,2020-02-04,9284.51,15466098935555.0,18199587.5,261221.372863,167354306856.25,9291.35,9350.0,9093.01,9197.02,53308.175266,528930,26103.432307,9772.0
517,2020-02-06,9614.9,15466098935555.0,18201812.5,261551.534429,176421067656.25,9612.03,9862.57,9526.35,9772.0,64949.706588,682179,32143.454647,9813.73
518,2020-02-07,9755.66,15466098935555.0,18204050.0,261705.195533,178454302150.0,9772.0,9885.0,9730.0,9813.73,43966.114632,582249,22733.988186,9895.05
519,2020-02-08,9807.54,15466098935555.0,18206262.5,261883.369212,179195138656.25,9813.87,9940.0,9667.11,9895.05,43600.843666,514573,22664.381837,10151.75
520,2020-02-09,9907.12,15466098935555.0,18208487.5,262038.446274,183942140725.0,9895.04,10166.0,9880.75,10151.75,43408.475616,536848,22408.277327,10223.08
521,2020-02-11,9854.79,15521134947902.1,18210725.0,262330.589804,177791308175.0,9851.74,10323.59,9700.0,10223.08,62422.395224,710170,31905.31642,10326.46
522,2020-02-12,10275.38,15546745765529.0,18212950.0,262516.986823,188431180700.0,10223.08,10450.0,10223.08,10326.46,61008.06393,857655,31141.8077,10229.63
523,2020-02-13,10354.3,15546745765529.0,18215162.5,262679.882959,190384878450.0,10325.33,10500.0,10080.0,10229.63,79344.358759,932802,38475.272548,10344.36
524,2020-02-14,10242.43,15546745765529.0,18217387.5,262853.266543,187274743500.0,10227.78,10381.56,10111.37,10344.36,47038.480173,622310,23697.005493,9917.27
525,2020-02-16,9904.17,15546745765529.0,18219600.0,263156.604168,180875079000.0,9904.46,10050.0,9638.12,9917.27,60023.999537,708070,29406.136839,9706.0
526,2020-02-17,9937.67,15546745765529.0,18221812.5,263289.363401,178819756968.75,9910.7,9964.16,9452.67,9706.0,70261.011901,778058,33221.839241,10164.71
527,2020-02-18,9703.93,15546745765529.0,18224062.5,263450.027174,177757505625.0,9706.0,10250.0,9576.01,10164.71,70604.124019,723413,37303.996326,9593.79
528,2020-02-19,10180.65,15546745765529.0,18226287.5,263618.682929,185598285612.5,10164.78,10250.0,9350.0,9593.79,55162.586895,588760,25457.91648,9677.05
529,2020-02-21,9606.86,15546745765529.0,18228500.0,263940.611476,175075628250.0,9597.21,9755.51,9550.21,9677.05,42181.554524,470599,21645.267614,9650.86
530,2020-02-22,9696.58,15546745765529.0,18230712.5,264104.989999,175944606337.5,9677.05,9709.17,9560.02,9650.86,24636.757623,319961,13267.246511,9936.4
531,2020-02-23,9669.63,15546745765529.0,18232925.0,264243.962662,180688286750.0,9650.85,9990.0,9645.0,9936.4,37702.089843,441935,20035.250549,9656.13
532,2020-02-24,9989.39,15546745765529.0,18235137.5,264373.736758,175467610593.75,9936.4,9990.0,9473.56,9656.13,55796.59612,589384,26426.930644,8785.25
533,2020-02-26,9309.15,15486913440293.0,18237375.0,264687.952835,171171577574.372,9316.48,9377.44,8633.63,8785.25,92130.345482,871018,41928.874809,8823.21
534,2020-02-27,8785.52,15486913440293.0,18239587.5,264846.050567,158912406093.75,8786.0,8971.77,8531.0,8823.21,72483.578762,696646,35410.014492,8692.91
535,2020-02-28,8804.72,15486913440293.0,18241800.0,265008.073867,159132342300.0,8823.25,8900.0,8445.0,8692.91,71155.208977,655727,35295.606135,8523.61
536,2020-02-29,8712.35,15486913440293.0,18244012.5,265178.775092,158275930443.75,8690.8,8790.0,8523.55,8523.61,36748.183035,414175,18916.854559,8531.88
537,2020-03-01,8531.42,15486913440293.0,18246225.0,265316.658746,156881042550.0,8523.61,8750.0,8411.0,8531.88,43892.201779,472019,21838.368866,8915.24
538,2020-03-02,8534.17,15486913440293.0,18248450.0,265463.650111,161726888125.0,8530.3,8965.75,8498.0,8915.24,60401.31773,564535,31213.080602,8750.87
539,2020-03-04,8754.34,15486913440293.0,18250662.5,265805.174893,159465163593.75,8760.07,8848.29,8660.0,8750.87,38696.482578,454817,19279.33119,9054.68
540,2020-03-05,8758.9,15486913440293.0,18252900.0,266009.105727,160616393550.0,8750.99,9159.42,8746.54,9054.68,58201.866355,619552,30482.082171,9131.88
541,2020-03-06,9067.39,15486913440293.0,18255125.0,266172.628413,164807268500.0,9054.64,9170.0,8985.5,9131.88,43782.948044,493216,22296.560506,8886.66
542,2020-03-07,9155.89,15486913440293.0,18257350.0,266338.33536,166278815125.0,9130.89,9188.0,8835.0,8886.66,45422.204525,485400,22281.715855,8033.31
543,2020-03-08,8898.63,15486913440293.0,18259562.5,266481.86887,159625095375.0,8885.25,8886.76,8000.0,8033.31,77537.315166,740741,34843.607849,7929.87
544,2020-03-09,8039.38,16076772598590.7,18261787.5,266619.268111,142816309143.75,8034.76,8179.31,7632.01,7929.87,116968.863268,929234,58020.957927,7894.56
545,2020-03-10,7931.94,16552923967337.0,18264000.0,266791.349446,143755944000.0,7929.87,8149.0,7728.01,7894.56,86783.443875,737528,43673.584024,4800.0
546,2020-03-12,7936.65,16552923967337.0,18266225.0,267106.763454,139334764300.0,7934.58,7966.17,4410.0,4800.0,261505.608653,1770812,119298.006197,5578.6
547,2020-03-13,4830.21,16552923967337.0,18268462.5,267293.101265,101262087637.5,4800.01,5955.0,3782.13,5578.6,402201.673764,2309830,197511.954273,5172.06
548,2020-03-14,5609.03,16552923967337.0,18270687.5,267455.271979,97063027343.75,5576.05,5640.52,5055.13,5172.06,136910.135974,1106125,66104.019729,5028.97
549,2020-03-16,5348.44,16552923967337.0,18272900.0,267750.868915,89418436150.0,5360.33,5365.42,4442.12,5028.97,227276.92276,1608176,108901.967366,5393.04
550,2020-03-18,5357.61,16552923967337.0,18275125.0,268044.439389,99626843937.5,5312.64,5436.17,5009.37,5393.04,137127.634894,962843,65106.067778,6162.37
551,2020-03-19,5410.23,16552923967337.0,18277337.5,268161.077027,102170316625.0,5393.26,6400.0,5252.53,6162.37,199020.873439,1403608,99011.947011,6186.98
552,2020-03-21,6226.44,16552923967337.0,18279562.5,268438.775754,114676835343.75,6204.57,6456.98,5860.02,6186.98,128913.668363,990974,63326.096852,5816.19
553,2020-03-22,6189.85,16552923967337.0,18281775.0,268575.797853,109952110398.768,6187.04,6407.87,5734.01,5816.19,119115.990527,952259,57189.898349,6744.72
554,2020-03-24,6502.16,16552923967337.0,18283987.5,268813.084814,120829731393.75,6465.25,6833.0,6371.33,6744.72,151138.009878,1012669,72781.817328,6677.43
555,2020-03-25,6768.49,16552923967337.0,18286212.5,268966.750075,122023896012.5,6744.69,6957.96,6450.0,6677.43,132155.734989,912179,63515.16835,6359.11
556,2020-03-27,6763.75,13912524048946.0,18288425.0,269252.760437,123327993987.5,6737.27,6842.59,6261.0,6359.11,82914.968354,643631,38439.272216,6236.65
557,2020-03-28,6369.09,13912524048946.0,18290650.0,269424.094689,114545195625.0,6359.11,6360.0,6024.0,6236.65,93159.693429,725588,44960.523438,5881.42
558,2020-03-29,6260.95,13912524048946.0,18292900.0,269547.199076,112483042100.0,6236.65,6266.0,5866.56,5881.42,63311.627714,496709,29080.967922,6394.38
559,2020-03-30,5885.41,13912524048946.0,18295112.5,269663.371915,116411800837.5,5880.5,6599.0,5857.76,6394.38,118889.549992,784034,58863.312983,6410.44
560,2020-03-31,6405.29,13912524048946.0,18297325.0,269819.051716,117779881025.0,6394.45,6523.23,6321.4,6410.44,72337.595259,538231,34730.902334,6642.92
561,2020-04-01,6428.28,13912524048946.0,18299550.0,269982.311656,113493809100.0,6412.14,6679.94,6150.11,6642.92,97500.7524,758061,49161.370195,6734.1
562,2020-04-03,6809.11,13912524048946.0,18301775.0,270323.34063,124040280062.5,6793.86,7048.0,6602.1,6734.1,104080.276939,840456,51077.938671,6856.99
563,2020-04-04,6741.67,13912524048946.0,18303987.5,270474.904204,124284075125.0,6732.97,6990.41,6650.01,6856.99,72990.861139,659051,36419.056684,6772.78
564,2020-04-05,6871.69,13912524048946.0,18306212.5,270644.098215,124775144400.0,6857.41,6895.54,6677.52,6772.78,49685.356983,506433,23875.578312,7329.9
565,2020-04-06,6777.44,13912524048946.0,18308425.0,270778.721876,130804542412.5,6772.78,7355.14,6765.0,7329.9,118052.000832,956586,59322.208873,7197.32
566,2020-04-07,7343.2,13912524048946.0,18310637.5,270927.874751,134903621781.25,7329.9,7459.69,7077.0,7197.32,103585.168918,924436,48811.267789,7361.28
567,2020-04-08,7205.55,14397482597688.1,18312862.5,271117.976113,134462192906.25,7197.32,7420.0,7150.0,7361.28,76059.145838,750516,39000.552565,6858.92
568,2020-04-10,7293.69,14715214060657.0,18315075.0,271444.314916,133214698012.5,7283.54,7295.75,6739.98,6858.92,104674.623375,949050,47958.960805,6876.83
569,2020-04-11,6873.24,14715214060657.0,18317287.5,271591.031375,126370966462.5,6858.92,6944.3,6760.0,6876.83,45470.293206,484618,21157.128381,6903.79
570,2020-04-12,6891.6,14715214060657.0,18319512.5,271715.808268,124957394762.5,6876.84,7177.0,6780.0,6903.79,73868.666501,648323,35637.958687,6837.91
571,2020-04-13,6915.37,14715214060657.0,18321725.0,271838.380074,122773879225.0,6903.79,6903.79,6575.0,6837.91,96415.476573,804179,44648.492187,6868.7
572,2020-04-14,6857.66,14715214060657.0,18323950.0,271997.107445,124492916300.0,6838.04,6978.0,6754.28,6868.7,69068.623285,608665,32019.322337,6621.24
573,2020-04-15,6871.95,14715214060657.0,18326162.5,272163.143521,125369277662.5,6868.57,6933.0,6605.0,6621.24,61571.384994,581374,29866.89225,7101.94
574,2020-04-16,6623.8,14715214060657.0,18328375.0,272361.487062,129233372125.0,6621.25,7190.0,6468.27,7101.94,125009.857539,971163,63251.204331,7027.55
575,2020-04-17,7112.27,14715214060657.0,18330600.0,272533.317308,129624837900.0,7101.99,7148.12,6972.98,7027.55,54126.509763,537554,25973.970677,7120.74
576,2020-04-19,7259.36,14715214060657.0,18332812.5,272878.248407,132610399218.75,7248.6,7266.15,7055.6,7120.74,45664.86393,483574,21519.030976,6826.83
577,2020-04-20,7130.04,14715214060657.0,18335025.0,273026.864993,131498799300.0,7121.4,7220.0,6751.0,6826.83,90149.49137,785174,40427.515933,6841.37
578,2020-04-21,6840.24,15624843397592.5,18337275.0,273195.562353,126307150200.0,6828.98,6940.0,6762.0,6841.37,60109.710808,555797,27732.164398,7125.14
579,2020-04-22,6852.52,15958652328578.0,18339487.5,273354.812078,127395249918.75,6841.36,7156.38,6818.0,7125.14,61486.377334,508659,28258.859922,7482.39
580,2020-04-23,7130.99,15958652328578.0,18341700.0,273489.87309,138278076300.0,7125.12,7738.0,7020.0,7482.39,102773.569561,881099,52475.598541,7538.67
581,2020-04-25,7507.08,15958652328578.0,18343925.0,273856.325797,137295106662.5,7505.0,7705.0,7431.07,7538.67,43874.427726,521943,21111.140946,7693.1
582,2020-04-26,7549.52,15958652328578.0,18346150.0,274024.846221,139238105425.0,7539.03,7700.0,7480.0,7693.1,50522.616209,554480,24707.494225,7774.62
583,2020-04-27,7699.27,15958652328578.0,18348375.0,274171.908331,140787081375.0,7693.1,7792.02,7606.0,7774.62,65441.339576,637800,31594.106596,7738.98
584,2020-04-28,7790.66,15958652328578.0,18350587.5,274338.317818,141950969606.25,7773.51,7780.0,7659.12,7738.98,46302.752638,499414,21305.50136,8620.0
585,2020-04-30,8777.63,15958652328578.0,18352825.0,274698.75985,162229796587.5,8778.58,9460.0,8401.0,8620.0,206277.214124,1661554,99484.476377,8826.96
586,2020-05-01,8628.77,15958652328578.0,18355075.0,274870.013013,165957410612.5,8620.0,9059.18,8613.56,8826.96,91468.815059,865960,44763.354481,8972.05
587,2020-05-02,8824.66,15958652328578.0,18357325.0,275046.692701,163894197600.0,8825.67,9010.0,8753.0,8972.05,59002.08755,637884,30400.353449,8894.16
588,2020-05-03,8973.82,15958652328578.0,18359550.0,275244.862471,162683972550.0,8972.58,9200.0,8712.0,8894.16,90126.065643,877460,44321.3704,8871.96
589,2020-05-04,8903.95,15958652328578.0,18361762.5,275445.33336,162777024562.5,8894.15,8950.0,8522.0,8871.96,84418.512331,848802,39118.380222,9142.92
590,2020-05-06,9030.96,16104807485529.0,18363975.0,275807.668269,164936041462.5,9021.36,9395.0,8906.21,9142.92,105925.30242,1007661,51189.790893,9986.4
591,2020-05-07,9170.79,16104807485529.0,18366237.5,275994.061822,171604940081.25,9143.4,10067.0,9021.0,9986.4,147154.611378,1254835,74602.193112,9800.01
592,2020-05-08,10002.48,16104807485529.0,18368462.5,276187.306946,181379382956.25,9986.3,10035.96,9705.0,9800.01,100683.7964,967816,46207.637594,9539.4
593,2020-05-09,9821.8,16104807485529.0,18370675.0,276362.04965,179545792112.5,9800.02,9914.25,9520.0,9539.4,81950.679567,839384,36738.679244,8722.77
594,2020-05-10,9527.39,16104807485529.0,18372900.0,276537.58933,155857310700.0,9539.1,9574.83,8117.0,8722.77,183865.182028,1565771,84376.580774,8810.79
595,2020-05-12,8617.25,16104807485529.0,18375068.75,276950.964277,159330221131.25,8562.04,8978.26,8528.78,8810.79,86522.780066,784859,40570.317401,9309.37
596,2020-05-13,8814.53,16104807485529.0,18376181.25,277137.885444,164136050925.0,8810.99,9398.0,8792.99,9309.37,92466.274018,869216,43648.354655,9791.98
597,2020-05-14,9305.93,16104807485529.0,18377287.5,277292.379882,176844637612.5,9309.35,9939.0,9256.76,9791.98,129565.37747,1199530,63438.510993,9381.27
598,2020-05-16,9303.59,16104807485529.0,18378393.75,277602.141239,173611496559.375,9315.96,9588.0,9220.0,9381.27,59587.627862,692028,28861.3682,9680.04
599,2020-05-17,9385.7,16104807485529.0,18379500.0,277761.274289,180973746750.0,9380.81,9888.0,9322.1,9680.04,68647.764323,722718,34734.034993,9775.53
600,2020-05-19,9719.37,16104807485529.0,18380625.0,278070.067795,175277640000.0,9733.93,9897.21,9474.0,9775.53,78539.760454,773581,37821.719308,9511.43
601,2020-05-20,9785.74,15213703057048.3,18381737.5,278223.266354,173707419375.0,9775.13,9842.0,9326.0,9511.43,74923.73809,731189,33481.796678,9170.0
602,2020-05-22,9057.57,15138043247083.0,18382843.75,278545.588273,167146006796.875,9067.51,9271.0,8933.52,9170.0,58943.131024,693694,28987.315896,9179.15
603,2020-05-23,9167.26,15138043247083.0,18383950.0,278689.701245,168773852975.0,9170.0,9307.85,9070.0,9179.15,43526.296966,512460,21377.616332,8900.35
604,2020-05-25,8730.73,15138043247083.0,18385056.25,279005.664995,161595451909.375,8718.14,8979.66,8642.72,8900.35,62833.910949,733557,30771.888744,8841.18
605,2020-05-26,8899.66,15138043247083.0,18386162.5,279165.699813,161926933137.5,8900.35,9017.67,8700.0,8841.18,58299.770138,678304,28242.170083,9575.89
606,2020-05-28,9197.54,15138043247083.0,18387293.75,279513.118984,168317286987.5,9204.07,9625.47,9110.0,9575.89,74110.787662,738725,37974.899609,9427.07
607,2020-05-29,9569.21,15138043247083.0,18388400.0,279681.165173,175140315800.0,9575.87,9605.26,9330.0,9427.07,57374.362961,593705,26819.212894,9697.72
608,2020-05-30,9425.98,15138043247083.0,18389512.5,279842.505292,175481923031.25,9426.6,9740.0,9331.23,9697.72,55665.27254,651290,29252.679904,9448.27
609,2020-05-31,9698.1,15138043247083.0,18390618.75,280036.871025,175207424831.25,9697.72,9700.0,9381.41,9448.27,48333.786403,651473,22778.001169,9518.04
610,2020-06-02,10204.23,15138043247083.0,18391731.25,280364.619056,188524441178.125,10202.71,10228.99,9266.0,9518.04,108970.773151,1004312,49354.907969,9666.24
611,2020-06-03,9525.57,15138043247083.0,18392837.5,280530.267391,175090616581.25,9518.02,9690.0,9365.21,9666.24,46252.644939,562784,22656.30815,9789.06
612,2020-06-04,9658.04,14477089134396.8,18393943.75,280708.476822,179202996984.375,9666.32,9881.63,9450.0,9789.06,57456.100969,665881,28778.237371,9621.16
613,2020-06-05,9794.56,13732352106018.0,18395050.0,280895.195589,178523960250.0,9788.14,9854.75,9581.0,9621.16,47788.05005,566062,22329.107119,9666.3
614,2020-06-06,9623.75,13732352106018.0,18396175.0,281081.745172,177449504050.0,9621.17,9735.0,9531.05,9666.3,32752.950893,435796,15832.693765,9746.99
615,2020-06-07,9670.43,13732352106018.0,18397287.5,281236.56756,174866217687.5,9666.85,9802.0,9372.46,9746.99,57952.848385,637766,28426.595129,9782.01
616,2020-06-08,9753.85,13732352106018.0,18398400.0,281374.388375,178804850400.0,9746.99,9800.0,9633.0,9782.01,40664.664125,485139,19744.039124,9772.43
617,2020-06-09,9782.59,13732352106018.0,18399512.5,281560.995101,178604067837.5,9782.0,9877.0,9570.0,9772.43,46024.001289,551863,21901.19095,9280.4
618,2020-06-11,9892.13,13732352106018.0,18400618.75,281926.484792,181503703350.0,9885.22,9964.0,9113.0,9280.4,94418.98473,966502,40972.064749,9280.4
619,2020-06-11,9892.13,13732352106018.0,18400618.75,281926.484792,171320059750.0,9885.22,9964.0,9113.0,9280.4,94418.98473,966502,40972.064749,9280.4
620,2020-06-11,9892.13,13732352106018.0,18401725.0,281926.484792,181503703350.0,9885.22,9964.0,9113.0,9280.4,94418.98473,966502,40972.064749,9280.4
